source,scope,n_runs,target_top1_accuracy,target_top3_rate,median_localization_margin
candidate_lc,isolated_degradation,147,0.7755102040816326,0.9387755102040817,0.3667904706698266
candidate_lc,fault,42,0.5,0.9047619047619048,0.2786347139686275
incumbent_cdpca,isolated_degradation,147,0.6802721088435374,0.9115646258503401,0.059602684221161106
incumbent_cdpca,fault,42,0.23809523809523808,0.5476190476190477,0.0981314968231517
